,word,emotion,sentiment
3530,destroyer,anger,negative
3531,destroying,anger,negative
3532,destruction,anger,negative
3533,destructive,anger,negative
3534,desultory,,negative
3535,detachable,,positive
3536,detachment,,negative
3537,detail,,
3538,detain,,negative
3539,detainee,anger,negative
3540,detect,,positive
3541,detection,,positive
3542,detective,,
3543,detention,sadness,negative
3544,deter,,negative
3545,detergent,,
3546,deteriorate,fear,negative
3547,deteriorated,disgust,negative
3548,deteriorating,,negative
3549,deterioration,anger,negative
3550,determinable,,
3551,determinate,anticipation,
3552,determination,trust,positive
3553,determine,,
3554,determined,,positive
3555,deterrent,,negative
3556,detest,anger,negative
3557,detestable,,negative
3558,detestably,,negative
3559,detested,,negative
3560,detesting,,negative
3561,detests,,negative
3562,detonate,fear,negative
3563,detonation,anger,
3564,detour,,
3565,detract,anger,negative
3566,detracted,,negative
3567,detracting,,negative
3568,detraction,,negative
3569,detracts,,negative
3570,detriment,,negative
3571,detrimental,,negative
3572,detritus,,negative
3573,devastate,anger,negative
3574,devastated,,negative
3575,devastates,,negative
3576,devastating,anger,negative
3577,devastatingly,,negative
3578,devastation,anger,negative
3579,develop,anticipation,positive
3580,development,,
3581,deviate,,negative
3582,deviation,sadness,negative
3583,devil,anger,negative
3584,devilish,disgust,negative
3585,devilishly,,negative
3586,devilment,,negative
3587,devilry,,negative
3588,devious,,negative
3589,deviously,,negative
3590,deviousness,,negative
3591,devise,,
3592,devoid,,negative
3593,devolution,,negative
3594,devote,,positive
3595,devoted,,positive
3596,devotee,,positive
3597,devotion,,positive
3598,devotional,trust,positive
3599,devour,,negative
3600,devout,anticipation,positive
3601,dew,,
3602,dexterity,,positive
3603,dexterous,,positive
3604,dexterously,,positive
3605,dextrose,,
3606,dextrous,,positive
3607,diabolic,,negative
3608,diabolical,anger,negative
3609,diabolically,,negative
3610,diagnosis,anticipation,negative
3611,diametrically,,negative
3612,diamond,joy,positive
3613,diamonds,,
3614,diaper,disgust,
3615,diaphragm,,
3616,diappointed,,negative
3617,diarrhoea,disgust,
3618,diary,joy,positive
3619,diatribe,anger,negative
3620,diatribes,,negative
3621,dice,,
3622,dichotomy,,
3623,dick,,negative
3624,dictate,,
3625,dictator,fear,negative
3626,dictatorial,anger,negative
3627,dictatorship,anger,negative
3628,diction,,
3629,dictionary,trust,positive
3630,dictum,trust,
3631,didactic,,positive
3632,die,fear,negative
3633,die-hard,,negative
3634,died,,negative
3635,dies,,negative
3636,diet,,
3637,dietary,anticipation,positive
3638,differ,,negative
3639,difference,,
3640,differential,trust,
3641,differentiation,,
3642,differently,surprise,
3643,difficult,fear,negative
3644,difficulties,sadness,negative
3645,difficulty,anger,negative
3646,diffidence,,negative
3647,dig,,negative
3648,digest,,
3649,digit,trust,
3650,dignified,,positive
3651,dignify,,positive
3652,dignity,trust,positive
3653,digress,anticipation,negative
3654,dike,fear,
3655,dilapidated,disgust,negative
3656,dilation,,
3657,dilemma,,negative
3658,diligence,trust,positive
3659,diligent,,positive
3660,diligently,,positive
3661,dilly-dally,,negative
3662,dilute,,negative
3663,diluted,,
3664,dilution,,
3665,dim,,negative
3666,diminish,sadness,negative
3667,diminished,,negative
3668,diminishing,,negative
3669,diminutive,,
3670,dimmer,,negative
3671,din,,negative
3672,ding,,negative
3673,dings,,negative
3674,dinky,,negative
3675,dinner,,positive
3676,dinosaur,fear,
3677,dip,,
3678,diplomacy,anticipation,positive
3679,diplomatic,trust,positive
3680,dire,disgust,negative
3681,direct,,
3682,director,trust,positive
3683,direly,,negative
3684,direness,,negative
3685,dirt,disgust,negative
3686,dirt-cheap,,positive
3687,dirtbag,,negative
3688,dirtbags,,negative
3689,dirts,,negative
3690,dirty,disgust,negative
3691,disability,sadness,negative
3692,disable,fear,negative
3693,disabled,fear,negative
3694,disaccord,,negative
3695,disadvantage,,negative
3696,disadvantaged,,negative
3697,disadvantageous,,negative
3698,disadvantages,,negative
3699,disaffect,,negative
3700,disaffected,,negative
3701,disaffirm,,negative
3702,disagree,anger,negative
3703,disagreeable,,negative
3704,disagreeably,,negative
3705,disagreed,,negative
3706,disagreeing,anger,negative
3707,disagreement,anger,negative
3708,disagrees,,negative
3709,disallow,,negative
3710,disallowed,anger,negative
3711,disapointed,,negative
3712,disapointing,,negative
3713,disapointment,,negative
3714,disappear,fear,
3715,disappearance,,
3716,disappoint,anger,negative
3717,disappointed,anger,negative
3718,disappointing,sadness,negative
3719,disappointingly,,negative
3720,disappointment,disgust,negative
3721,disappointments,,negative
3722,disappoints,,negative
3723,disapprobation,,negative
3724,disapproval,sadness,negative
3725,disapprove,anger,negative
3726,disapproved,anger,negative
3727,disapproving,anger,negative
3728,disarm,,negative
3729,disarmament,,
3730,disarray,,negative
3731,disaster,anger,negative
3732,disasterous,,negative
3733,disastrous,anger,negative
3734,disastrously,,negative
3735,disavow,,negative
3736,disavowal,,negative
3737,disbelief,,negative
3738,disbelieve,,negative
3739,disbeliever,,negative
3740,disburse,,
3741,disbursement,,
3742,disc,,
3743,discard,,
3744,discards,,negative
3745,discern,,positive
3746,discernible,,
3747,discerning,,positive
3748,discharge,,negative
3749,disciple,trust,
3750,discipline,fear,negative
3751,disclaim,anger,negative
3752,disclaimer,,
3753,disclose,,
3754,disclosed,trust,
3755,discoloration,disgust,negative
3756,discolored,disgust,negative
3757,discombobulate,,negative
3758,discomfit,,negative
3759,discomfititure,,negative
3760,discomfort,sadness,negative
3761,discompose,,negative
3762,disconcert,,negative
3763,disconcerted,,negative
3764,disconcerting,,negative
3765,disconcertingly,,negative
3766,disconnect,sadness,negative
3767,disconnected,sadness,negative
3768,disconnection,,negative
3769,disconsolate,,negative
3770,disconsolately,,negative
3771,disconsolation,,negative
3772,discontent,anger,negative
3773,discontented,,negative
3774,discontentedly,,negative
3775,discontinue,,negative
3776,discontinued,,negative
3777,discontinuity,disgust,negative
3778,discontinuous,,negative
3779,discord,anger,negative
3780,discordance,,negative
3781,discordant,,negative
3782,discount,,
3783,discountenance,,negative
3784,discourage,fear,negative
3785,discouraged,,
3786,discouragement,,negative
3787,discouraging,,negative
3788,discouragingly,,negative
3789,discourteous,,negative
3790,discourteously,,negative
3791,discoutinous,,negative
3792,discover,,
3793,discovery,,positive
3794,discredit,,negative
3795,discreet,anticipation,positive
3796,discrepant,,negative
3797,discrete,,
3798,discretion,anticipation,positive
3799,discretionary,,positive
3800,discriminate,anger,negative
3801,discriminating,disgust,negative
3802,discriminatingly,,positive
3803,discrimination,anger,negative
3804,discriminatory,,negative
3805,discuss,,positive
3806,discussion,,positive
3807,disdain,anger,negative
3808,disdained,,negative
3809,disdainful,,negative
3810,disdainfully,,negative
3811,disease,anger,negative
3812,diseased,disgust,negative
3813,disembodied,fear,negative
3814,disengagement,,negative
3815,disfavor,,negative
3816,disfigured,anger,negative
3817,disgrace,anger,negative
3818,disgraced,anger,negative
3819,disgraceful,anger,negative
3820,disgracefully,,negative
3821,disgruntle,,negative
3822,disgruntled,anger,negative
3823,disguise,,
3824,disgust,anger,negative
3825,disgusted,,negative
3826,disgustedly,,negative
3827,disgustful,,negative
3828,disgustfully,,negative
3829,disgusting,anger,negative
3830,disgustingly,,negative
3831,dish,,
3832,dishearten,,negative
3833,disheartened,sadness,negative
3834,disheartening,sadness,negative
3835,dishearteningly,,negative
3836,dishonest,anger,negative
3837,dishonestly,,negative
3838,dishonesty,disgust,negative
3839,dishonor,anger,negative
3840,dishonorable,,negative
3841,dishonorablely,,negative
3842,disillusion,,negative
3843,disillusioned,,negative
3844,disillusionment,anger,negative
3845,disillusions,,negative
3846,disinclination,,negative
3847,disinclined,,negative
3848,disinfectant,,
3849,disinfection,,positive
3850,disinformation,anger,negative
3851,disingenuous,disgust,negative
3852,disingenuously,,negative
3853,disintegrate,disgust,negative
3854,disintegrated,,negative
3855,disintegrates,,negative
3856,disintegration,,negative
3857,disinterest,,negative
3858,disinterested,,negative
3859,disk,,
3860,diskette,,
3861,dislike,anger,negative
3862,disliked,anger,negative
3863,dislikes,,negative
3864,disliking,,negative
3865,dislocated,anger,negative
3866,disloyal,,negative
3867,disloyalty,,negative
3868,dismal,disgust,negative
3869,dismally,,negative
3870,dismalness,,negative
3871,dismay,anger,negative
3872,dismayed,,negative
3873,dismaying,,negative
3874,dismayingly,,negative
3875,dismemberment,disgust,negative
3876,dismiss,,
3877,dismissal,anger,negative
3878,dismissive,,negative
3879,dismissively,,negative
3880,disobedience,anger,negative
3881,disobedient,anger,negative
3882,disobey,anger,negative
3883,disoobedient,,negative
3884,disorder,fear,negative
3885,disordered,,negative
3886,disorderly,,negative
3887,disorganized,,negative
3888,disorient,,negative
3889,disoriented,,negative
3890,disown,,negative
3891,disparage,anger,negative
3892,disparaging,anger,negative
3893,disparagingly,,negative
3894,disparate,,
3895,disparity,anger,negative
3896,dispassionate,sadness,negative
3897,dispel,sadness,negative
3898,dispensable,,negative
3899,dispense,,
3900,disperse,,
3901,dispersed,,
3902,dispersion,,negative
3903,dispirit,,negative
3904,dispirited,,negative
3905,dispiritedly,,negative
3906,dispiriting,,negative
3907,displace,,negative
3908,displaced,anger,negative
3909,displacement,,
3910,display,,
3911,displease,,negative
3912,displeased,anger,negative
3913,displeasing,,negative
3914,displeasure,disgust,negative
3915,disposal,,negative
3916,dispose,disgust,
3917,disposed,anticipation,positive
3918,disposition,,
3919,dispossessed,anger,negative
3920,disproportionate,,negative
3921,disprove,,negative
3922,disputable,,negative
3923,dispute,anger,negative
3924,disputed,,negative
3925,disqualification,,negative
3926,disqualified,anger,negative
3927,disqualify,sadness,negative
3928,disquiet,,negative
3929,disquieting,,negative
3930,disquietingly,,negative
3931,disquietude,,negative
3932,disregard,,negative
3933,disregarded,disgust,negative
3934,disregardful,,negative
3935,disreputable,anger,negative
3936,disrepute,,negative
3937,disrespect,anger,negative
3938,disrespectable,,negative
3939,disrespectablity,,negative
3940,disrespectful,anger,negative
3941,disrespectfully,,negative
3942,disrespectfulness,,negative
3943,disrespecting,,negative
3944,disrupt,,negative
3945,disruption,anger,negative
3946,disruptive,,negative
3947,diss,,negative
3948,dissapointed,,negative
3949,dissappointed,,negative
3950,dissappointing,,negative
3951,dissatisfaction,,negative
3952,dissatisfactory,,negative
3953,dissatisfied,,negative
3954,dissatisfies,,negative
3955,dissatisfy,,negative
3956,dissatisfying,,negative
3957,dissect,,
3958,dissection,disgust,
3959,dissed,,negative
3960,dissemble,,negative
3961,dissembler,,negative
3962,disseminate,,positive
3963,dissension,anger,negative
3964,dissent,,negative
3965,dissenter,,negative
3966,dissenting,,negative
3967,dissention,,negative
3968,disservice,anger,negative
3969,disses,,negative
3970,dissidence,,negative
3971,dissident,anger,negative
3972,dissidents,,negative
3973,dissimilar,,
3974,dissing,,negative
3975,dissipate,,
3976,dissipated,,
3977,dissocial,,negative
3978,dissolute,,negative
3979,dissolution,anger,negative
3980,dissolve,,
3981,dissonance,anger,negative
3982,dissonant,,negative
3983,dissonantly,,negative
3984,dissuade,,negative
3985,dissuasive,,negative
3986,distains,,negative
3987,distaste,disgust,negative
3988,distasteful,disgust,negative
3989,distastefully,,negative
3990,distillation,,positive
3991,distinct,,positive
3992,distinction,,positive
3993,distinctive,,positive
3994,distinctly,,
3995,distinguish,,positive
3996,distinguished,,positive
3997,distort,,negative
3998,distorted,disgust,negative
3999,distortion,,negative
4000,distorts,,negative
4001,distract,,negative
4002,distracted,anger,negative
4003,distracting,anger,negative
4004,distraction,,negative
4005,distraught,sadness,negative
4006,distraughtly,,negative
4007,distraughtness,,negative
4008,distress,anger,negative
4009,distressed,fear,negative
4010,distressing,anger,negative
4011,distressingly,,negative
4012,distribute,,
4013,distribution,,
4014,distrust,anger,negative
4015,distrustful,,negative
4016,distrusting,,negative
4017,disturb,,negative
4018,disturbance,anger,negative
4019,disturbed,anger,negative
4020,disturbed-let,,negative
4021,disturbing,,negative
4022,disturbingly,,negative
4023,disunity,,negative
4024,disuse,,negative
4025,disused,anger,negative
4026,disvalue,,negative
4027,ditty,joy,positive
4028,diurnal,,
4029,divan,trust,
4030,dive,,
4031,diver,,
4032,divergent,surprise,negative
4033,divers,,
4034,diverse,,negative
4035,diversified,,positive
4036,diversion,surprise,positive
4037,divert,,
4038,divested,,negative
4039,divestment,,negative
4040,divide,,negative
4041,divided,,negative
4042,dividend,,
4043,divination,anticipation,
4044,divine,,positive
4045,divinely,,positive
4046,divinity,,positive
4047,division,,negative
4048,divisive,,negative
4049,divisively,,negative
4050,divisiveness,,negative
4051,divorce,anger,negative
4052,divorced,,negative
4053,dizziness,,negative
4054,dizzing,,negative
4055,dizzingly,,negative
4056,dizzy,,negative
4057,do,,
4058,dock,,
4059,docked,,negative
4060,docket,,
4061,doctor,trust,positive
4062,doctrine,trust,
4063,doddering,,negative
4064,dodge,,positive
4065,dodgey,,negative
4066,dodging,,
4067,doe,,
4068,doer,,positive
4069,dog,,
4070,dogged,,positive
4071,doggedly,,negative
4072,dogma,trust,
4073,dogmatic,,negative
4074,doings,,
4075,doit,,negative
4076,doldrums,sadness,negative
4077,dole,sadness,negative
4078,doll,joy,
4079,dollar,,
4080,dolor,sadness,negative
4081,dolphin,joy,positive
4082,domain,,
4083,dome,,
4084,domesticated,,
4085,domicile,,
4086,dominance,,negative
4087,dominant,fear,negative
4088,dominate,anger,negative
4089,dominated,,positive
4090,dominates,,positive
4091,domination,anger,negative
4092,domineer,,negative
